NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Karin de Brito Baade Mazomvulsin,3,7.8,7.7,7.9,APROVADO
Hilton Paulo Mimime de Fernandes,3,7.8,7.7,7.8,APROVADO
Rosimeire Utleluleson de Lima,3,7.8,7.7,7.1,APROVADO
Álvaro de Melo Jangada,3,7.8,7.7,6.6,APROVADO
Poliana Lubifarn da Silva,3,7.8,7.7,6.4,APROVADO
Áureo Ricardo Cevaeian Dutra,3,7.8,7.7,6.2,APROVADO
Gabriel Manuel Yenarnman,3,7.8,7.7,6.1,APROVADO
Orlando de Melo Bepino,3,7.8,7.6,9.4,APROVADO
Telma Catrilgrez Gosidryson Soto,3,7.8,7.6,8.5,APROVADO
Altino Aurélio de Souza Loshaov,3,7.8,7.6,7.9,APROVADO
Wellington de Souza Aetoman,3,7.8,7.6,7.4,APROVADO
Luzia Ebisso Weber,3,7.8,7.6,6.8,APROVADO
Samila de Souza,3,7.8,7.5,8.3,APROVADO
Flávia de Figueira,3,7.8,7.4,8.9,APROVADO
David Freire,3,7.8,7.2,6.3,APROVADO
Verônica Denise Tristão de Alvim,3,7.8,7.1,7.1,APROVADO
Estevão Rangel,3,7.8,6.9,7.3,APROVADO
Alex Túlio Icriono,3,7.7,8.7,9.5,APROVADO
Amélia Caroline de Ramos,3,7.7,8.5,9.4,APROVADO
Luciana dos Santos de Alves Biaorn,3,7.7,8.5,8.7,APROVADO
Hugo Fred de Arantes do Amazonas,3,7.7,8.4,9.7,APROVADO
Shirley Nair Paim,3,7.7,8.4,7.3,APROVADO
Christie de Barbosa,3,7.7,8.3,9.0,APROVADO
Gilberto Osvaldo do Nascimento,3,7.7,8.3,8.9,APROVADO
Tatiane Bruna de Barbosa da Silva,3,7.7,8.3,6.0,APROVADO
Leo Luke Gomes,3,7.7,8.2,7.6,APROVADO
Luzinete de Souza,3,7.7,8.1,9.7,APROVADO
Maria Rita Dodoamy Aeonão,3,7.7,8.1,8.3,APROVADO
Gilson de Paranhos Tovaeson,3,7.7,8.0,9.1,APROVADO
Gisele Fizzornasvic,3,7.7,8.0,8.6,APROVADO
Poliana de Braga,3,7.7,8.0,8.5,APROVADO
Andressa Avlam de Alvim,3,7.7,8.0,7.9,APROVADO
Dionísio Michel Asemo Valverde,3,7.7,7.9,9.5,APROVADO
Félix Valverde,3,7.7,7.9,8.8,APROVADO
Raul Jonas Branco do Rio,3,7.7,7.9,8.7,APROVADO
Jonas Enyuov de Barbosa Fivuer,3,7.7,7.9,7.9,APROVADO
Áureo Victor Nuserena,3,7.7,7.9,7.1,APROVADO
Nicolau Wally dos Pinhais de Vieira Gomes,3,7.7,7.9,6.3,APROVADO
Benjamin Rofoã Dutra Júnior,3,7.7,7.8,8.2,APROVADO
Júlia Rosimeire Gomes,3,7.7,7.8,8.1,APROVADO
Cíntia Edilene da Paz,3,7.7,7.8,7.7,APROVADO
Aloísio Gado Góis Dazege Júnior,3,7.7,7.8,7.3,APROVADO
Ivan dos Santos da Silva Júnior,3,7.7,7.7,9.2,APROVADO
Bella Gabriela de Uchôa,3,7.7,7.7,9.1,APROVADO
Cleberson de Arruda Mii,3,7.7,7.7,7.9,APROVADO
Alberto Vaznol de Barboza,3,7.7,7.7,7.8,APROVADO
Elano Ninu Fragoso da Silva,3,7.7,7.7,7.7,APROVADO
Francielle de Nogueira Pinhão,3,7.7,7.6,7.9,APROVADO
Léia Mara dos Santos,3,7.7,7.5,8.9,APROVADO
Leandro Cavalcante Bupo,3,7.7,7.5,8.6,APROVADO
Aurélio Adriano Jangada,3,7.7,7.5,8.1,APROVADO
Luciano Severino Udrilpi da Nóbrega,3,7.7,7.5,7.3,APROVADO
Melissa Laila Cyflu Tristão,3,7.7,7.5,7.1,APROVADO
Aurélio Suha Neto,3,7.7,7.5,7.0,APROVADO
Eleriane Pinto dos Santos,3,7.7,7.4,8.5,APROVADO
Mayara Vunasfou de Amorim,3,7.7,7.4,8.5,APROVADO
Ronaldo Eproan,3,7.7,7.4,8.1,APROVADO
Margarete de Ferreira,3,7.7,7.4,7.7,APROVADO
Valquíria Mariana de Pereira Chipatato,3,7.7,7.3,8.4,APROVADO
Joelma Samara Onobean,3,7.7,7.3,7.7,APROVADO
Rute Jardim,3,7.7,7.3,7.2,APROVADO
Edu do Rio,3,7.7,7.2,8.5,APROVADO
Guiomar da Encarnação Ivlyirnson,3,7.7,7.1,8.0,APROVADO
Cibele Marcielle de Paranhos Zuyakugu,3,7.7,6.7,8.8,APROVADO
Junior Setsu Weiss,3,7.7,6.6,7.0,APROVADO
Joaquim Dante da Silva,3,7.7,6.3,8.1,APROVADO
Sérgio Giovanni de Álvares Anuman Júnior,3,7.6,8.6,9.1,APROVADO
Jaziel Robert de Novais,3,7.6,8.5,8.9,APROVADO
Madalena Juliana de Ramos,3,7.6,8.2,8.5,APROVADO
Paulínia de Madureira,3,7.6,8.1,8.7,APROVADO
Maria Kelly de Monteiro,3,7.6,8.1,8.6,APROVADO
Nicolas de Fonseca Zules Júnior,3,7.6,8.1,7.3,APROVADO
Breno de Vasconcelos,3,7.6,8.1,7.0,APROVADO
Mikaella de Álvares,3,7.6,8.0,9.0,APROVADO
Damares Ivanete de Bueno,3,7.6,8.0,7.9,APROVADO
Lilian Driearne,3,7.6,8.0,7.8,APROVADO
Maria Nioer,3,7.6,7.9,9.0,APROVADO
Ana da Encarnação de Vasconcelos,3,7.6,7.9,8.2,APROVADO
Raul Ademar de Drummond,3,7.6,7.9,8.1,APROVADO
Jonathan de Barbosa,3,7.6,7.8,8.6,APROVADO
Tainara Flazane Rangel de Pascoal,3,7.6,7.8,8.2,APROVADO
Edu Caio de Novais,3,7.6,7.8,8.2,APROVADO
Jéssica Bella Branco,3,7.6,7.8,8.2,APROVADO
Lucas Valter de Simões da Silva Bulinoan Neto,3,7.6,7.8,8.0,APROVADO
Luiz Antônio Pinto de Fernandes,3,7.6,7.8,8.0,APROVADO
Vanda Selena Uzrie,3,7.6,7.8,7.3,APROVADO
Dina Enbason,3,7.6,7.8,7.0,APROVADO
Vanda Mercado de Oliveira do Piauí,3,7.6,7.7,9.1,APROVADO
Edu Diogo Góis Ruenas Rulofravic,3,7.6,7.7,8.7,APROVADO
Lígia Kelly Charras Portugal Borba,3,7.6,7.7,8.7,APROVADO
Nayara Tlepum de Martins,3,7.6,7.7,7.7,APROVADO
Marciano Quidasvic,3,7.6,7.6,9.4,APROVADO
Neila de Fonseca da Silva,3,7.6,7.6,9.1,APROVADO
Bernadete Berenice Werner Akluz,3,7.6,7.6,7.5,APROVADO
Domingos Filipe de Oliveira Yoa,3,7.6,7.6,7.5,APROVADO
Denise Evelyn Oluereson da Silva,3,7.6,7.6,7.0,APROVADO
Eliel de Farias Rodrigues dos Santos Neto,3,7.6,7.6,6.8,APROVADO
Simone Margarida da Nóbrega Zimurn,3,7.6,7.5,8.5,APROVADO
Adriano Doku,3,7.6,7.5,8.4,APROVADO
Fabrício Filipe de Novais Júnior,3,7.6,7.5,7.9,APROVADO
Marcela Leonara de Soares Debi,3,7.6,7.5,7.3,APROVADO
Luiza Olsi,3,7.6,7.5,6.5,APROVADO
Guiomar Dayohame de Azevedo,3,7.6,7.5,6.2,APROVADO
Fabíola de Gusmão,3,7.6,7.4,9.5,APROVADO
Celeste de Bezerra da Silva,3,7.6,7.4,8.4,APROVADO
Maria de Toledo Negrão Eoenarnov,3,7.6,7.4,7.3,APROVADO
Cristina Léia Torres de Garcia da Silva,3,7.6,7.4,7.2,APROVADO
Lúcia Paula Ocoson dos Santos Miau,3,7.6,7.4,6.3,APROVADO
Shirley Tamuz da Silva,3,7.6,7.3,8.0,APROVADO
Cristiane Eva Prigluez Fomaviz de Maia,3,7.6,7.3,6.4,APROVADO
Ivone Uizcle Weber,3,7.6,7.2,8.3,APROVADO
Raíssa Lisa Rodrigues de Diniz,3,7.6,7.2,8.3,APROVADO
Vanessa Lidiane Nimumvym,3,7.6,7.2,8.1,APROVADO
Francielle Arlete Portugal,3,7.6,7.2,7.7,APROVADO
Nicolas Roberto Yobe do Rio,3,7.6,7.2,7.7,APROVADO
Olavo de Ferreira,3,7.6,7.2,7.4,APROVADO
Sebastião Márcio Rapizolvic Kupa Ozinson Júnior,3,7.6,7.2,7.2,APROVADO
Bárbara Jandira da Silva Crerol Lopes,3,7.6,7.2,6.8,APROVADO
Larissa Bokatei Tristão da Silva,3,7.6,7.1,8.1,APROVADO
Fabiano Jonathan Dutra,3,7.6,7.1,7.5,APROVADO
Laís Marcielle Moreno de Pereira Grisulyrnman,3,7.6,7.0,7.9,APROVADO
Gilmar Bento Ujoson,3,7.6,7.0,6.8,APROVADO
Junior de Salgado da Silva dos Santos,3,7.6,6.9,6.7,APROVADO
Túlio Roberto de Matos Idean,3,7.6,6.8,6.4,APROVADO
Aline Gutierrez Quesottilan,3,7.6,6.5,8.0,APROVADO
Hélio David Igreja,3,7.5,8.8,9.4,APROVADO
Avelino Franco,3,7.5,8.6,8.8,APROVADO
Orlando Gomes,3,7.5,8.4,9.0,APROVADO
Janete Tyos de Duarte,3,7.5,8.4,8.9,APROVADO
Robert de Fonseca,3,7.5,8.4,7.6,APROVADO
Margarida Maeanvic Nunes,3,7.5,8.3,8.8,APROVADO
Humberto Dias de Arantes,3,7.5,8.2,9.6,APROVADO
Jesus Heron Norne,3,7.5,8.2,8.4,APROVADO
Ayrton Jânio Ridroi,3,7.5,8.2,7.5,APROVADO
Sheila Francielle Eorno de Brito,3,7.5,8.1,8.2,APROVADO
Kelly Jussara Foyplison,3,7.5,8.1,6.9,APROVADO
Elizabete de Chaves Eilman,3,7.5,8.1,6.7,APROVADO
Luciana Sabrina Sozeega,3,7.5,8.0,9.4,APROVADO
Brenda Fama Terceiro,3,7.5,8.0,9.0,APROVADO
Velma Walderice de Pascoal,3,7.5,8.0,8.7,APROVADO
Laércio Inbraov de Torquato,3,7.5,8.0,8.5,APROVADO
Beto de Macedo Potsudo Chikua Júnior,3,7.5,8.0,8.3,APROVADO
Áureo Ernsisian de Muniz,3,7.5,8.0,7.4,APROVADO
Cirilo de Souza,3,7.5,7.9,8.7,APROVADO
Beatriz Eison Nhi,3,7.5,7.9,8.6,APROVADO
Valter de Figueiredo dos Pinhais,3,7.5,7.9,8.4,APROVADO
Rute de Macedo Rissem,3,7.5,7.9,6.8,APROVADO
Susan Pemaevon de Alves,3,7.5,7.9,6.6,APROVADO
Sebastião Sanches,3,7.5,7.8,9.5,APROVADO
Tainara Franco Tsuboru da Cunha,3,7.5,7.8,8.8,APROVADO
Ariel Paula dos Santos,3,7.5,7.8,8.3,APROVADO
Adriana Faizer,3,7.5,7.8,8.0,APROVADO
Leni Tainá da Silva,3,7.5,7.8,7.6,APROVADO
Cristina Marta de Tozetto,3,7.5,7.8,7.6,APROVADO
Jaziel Omar Gomes Zerata,3,7.5,7.8,7.5,APROVADO
Maria Pukuha,3,7.5,7.8,7.4,APROVADO
Walter Ricardo Cavalcante Numurnolwim,3,7.5,7.8,7.3,APROVADO
Gigi de Gonçalves,3,7.5,7.8,7.2,APROVADO
Inácio Edu Góis Burahira da Rocha,3,7.5,7.8,7.2,APROVADO
Fábio Joaquim de Souza,3,7.5,7.8,6.8,APROVADO
Luara Alana Guedes,3,7.5,7.7,9.8,APROVADO
Elano de Souza Júnior,3,7.5,7.7,9.6,APROVADO
Gilmara Ana Gomes Igreja,3,7.5,7.7,9.1,APROVADO
Ângelo Milani Eyrnson Weber Júnior,3,7.5,7.7,8.8,APROVADO
Ariana Duque,3,7.5,7.7,8.6,APROVADO
Aline Tlabião,3,7.5,7.7,8.4,APROVADO
Jussara Ediane de Moura Epason,3,7.5,7.7,8.4,APROVADO
Vânia Ilim,3,7.5,7.7,8.3,APROVADO
Guilherme dos Reis Pluil,3,7.5,7.7,8.1,APROVADO
Tábata Mara Vivis dos Santos de Junqueira Terceiro,3,7.5,7.7,7.8,APROVADO
Samuel Albino de Pereira Teteis,3,7.5,7.6,9.2,APROVADO
Fábio de Angola do Paraná Banhos,3,7.5,7.6,8.4,APROVADO
Amanda Ernlil Uason,3,7.5,7.6,8.3,APROVADO
Milene da Nóbrega das Neves Paernião,3,7.5,7.6,8.1,APROVADO
Marco de Fonseca,3,7.5,7.6,7.8,APROVADO
Ângela Hilda Barroso,3,7.5,7.6,7.4,APROVADO
Dionísio do Nascimento Macedayz,3,7.5,7.6,7.0,APROVADO
Cirilo de Farias Geslião Milani Júnior,3,7.5,7.6,6.7,APROVADO
Avelino Cofrozzamman Pato,3,7.5,7.6,6.6,APROVADO
José Couto de Macedo Aveov,3,7.5,7.6,6.6,APROVADO
Olímpia Mendes,3,7.5,7.6,6.6,APROVADO
Sandra dos Santos,3,7.5,7.6,6.6,APROVADO
Chico Ciro Igreja de Antunes Moreno,3,7.5,7.6,6.3,APROVADO
Guilherme Milani,3,7.5,7.5,9.0,APROVADO
Ísis de Souza Tracoer,3,7.5,7.5,7.9,APROVADO
Lisa Eisernvic de Albuquerque,3,7.5,7.5,7.8,APROVADO
Luan Gomes dos Santos Vunezpla,3,7.5,7.5,7.8,APROVADO
Nivaldo Lozea de Gusmão,3,7.5,7.5,7.2,APROVADO
Omar Emanoel Umian da Silva Ceca,3,7.5,7.5,6.9,APROVADO
Jaziel Bóris de Freitas Sattum Kroyov,3,7.5,7.5,6.6,APROVADO
Valéria Wanda Ocri,3,7.5,7.5,6.5,APROVADO
Oséas de Arantes,3,7.5,7.4,9.3,APROVADO
Edilene Adriana Trevisan,3,7.5,7.4,9.0,APROVADO
Arthur Rodolfo Gomes,3,7.5,7.4,8.6,APROVADO
Cleuza Jardim,3,7.5,7.4,8.4,APROVADO
Heitor de Gonçalves,3,7.5,7.4,8.3,APROVADO
Robson Everton dos Santos Cloebbo Morniornulan,3,7.5,7.4,7.7,APROVADO
Álvaro Klein Nairncigli de Cardozo,3,7.5,7.4,7.5,APROVADO
Cristiano Victor Fontes de Queiroz Júnior,3,7.5,7.4,7.4,APROVADO
Lina de Figueira,3,7.5,7.4,6.9,APROVADO
Pedro Martinez,3,7.5,7.4,6.7,APROVADO
Roberta Kiara Zunorotsu da Silva,3,7.5,7.3,9.7,APROVADO
Rose Ononys,3,7.5,7.3,9.0,APROVADO
Selena Pliaia Arnduanan Sanches,3,7.5,7.3,9.0,APROVADO
Priscila Marcela Geshisene,3,7.5,7.3,8.1,APROVADO
Vanda Valverde de Barbosa Terceiro,3,7.5,7.3,8.1,APROVADO
César Naves Coutinho Irnelian,3,7.5,7.3,7.9,APROVADO
Jean Hércules Igreja Júnior,3,7.5,7.3,7.8,APROVADO
Leila Omiz,3,7.5,7.3,7.6,APROVADO
Célia Michele de Oliveira Vlaener,3,7.5,7.3,7.5,APROVADO
Velma Lara Abae,3,7.5,7.3,6.8,APROVADO
Ciro Igor Ieian Brasil,3,7.5,7.3,6.2,APROVADO
Berenice de Trindade Guedes,3,7.5,7.2,8.4,APROVADO
Leo Matheus de Alcântara da Nóbrega,3,7.5,7.2,8.3,APROVADO
Luciano Banhos Chisiuason,3,7.5,7.2,8.1,APROVADO
Zilda Branco de Junqueira,3,7.5,7.2,8.0,APROVADO
Laura de Oliveira Martinez,3,7.5,7.2,7.7,APROVADO
Nádia dos Santos,3,7.5,7.2,7.3,APROVADO
Valeska Raíssa de Lemes,3,7.5,7.2,6.5,APROVADO
Ismael Laoe de Barbosa,3,7.5,7.2,6.4,APROVADO
Flávia Velma de Torquato,3,7.5,7.2,6.1,APROVADO
Quênia Eu,3,7.5,7.1,8.0,APROVADO
Vanessa de Garcia Oroazi Cafiymson,3,7.5,7.1,8.0,APROVADO
Félix Mike de Teixeira Mercado,3,7.5,6.9,7.8,APROVADO
Ana de Cardozo Fortes,3,7.5,6.9,7.2,APROVADO
Alessandra Vânia Mupe Fortes,3,7.5,6.9,7.0,APROVADO
Fabiana Vitória Rodrigues Emliabeson Terceiro,3,7.5,6.9,6.6,APROVADO
Hilton Sebastião de Lisboa,3,7.5,6.9,6.6,APROVADO
Rute Floa Mamesu,3,7.5,6.9,6.5,APROVADO
Lúcio Omyu de Pereira,3,7.5,6.9,6.1,APROVADO
Walderice Gavy,3,7.5,6.9,6.0,APROVADO
Rita do Vale Ezuomvic,3,7.5,6.8,8.2,APROVADO
Fábio Ricardo Ocla,3,7.5,6.8,6.8,APROVADO
Abílio Gomes,3,7.5,6.8,6.6,APROVADO
Anne de Souza,3,7.5,6.7,7.1,APROVADO
Thaís Meire Castelo Branco,3,7.5,6.7,6.1,APROVADO
Abílio Eduardo Teunuze Aiov,3,7.5,6.6,6.4,APROVADO
Jonathas Ismael de Paiva da Silva Dias,3,7.5,6.5,6.0,APROVADO
Diana Dias,3,7.5,6.4,7.9,APROVADO
Isaiane Lezclasan de Trindade,3,7.4,8.4,9.2,APROVADO
Kiara Marilúcia Franco,3,7.4,8.4,8.9,APROVADO
Ariana Odruzan,3,7.4,8.2,8.3,APROVADO
Davi Vinícius Teles Neto,3,7.4,8.1,8.9,APROVADO
Sílvio de Gusmão da Silva,3,7.4,8.1,8.7,APROVADO
Ângela Roberta de França,3,7.4,8.1,7.7,APROVADO
Lisa Catarina de Ayres Naves,3,7.4,8.1,7.5,APROVADO
Elano Erozsyfa de Souza da Silva,3,7.4,8.1,6.5,APROVADO
Heron Júlio de Parreira,3,7.4,8.0,7.9,APROVADO
Eduarda Thaíssa Rosa d'Ávila da Mata,3,7.4,8.0,7.9,APROVADO
Mike Inaman,3,7.4,8.0,7.7,APROVADO
Alex Emanoel Renifuka de Cardoso Espada,3,7.4,8.0,6.6,APROVADO
Wally Jack Weber,3,7.4,7.9,8.4,APROVADO
Alan Bruno Espada Ganu,3,7.4,7.9,8.3,APROVADO
Francielle Grisre,3,7.4,7.9,8.3,APROVADO
Susan Mure Rodrigues,3,7.4,7.9,8.2,APROVADO
Marli Terezinha de Araújo Brasil,3,7.4,7.9,6.4,APROVADO
Nicolau Fortes,3,7.4,7.9,6.0,APROVADO
Sílvia Enre Marinho,3,7.4,7.8,9.4,APROVADO
Albino Otaviano Avirnov,3,7.4,7.8,8.4,APROVADO
Valdirene Marlene Tuiov Ialel de Cabral,3,7.4,7.8,8.2,APROVADO
Catarina Berenice Aiman Puam,3,7.4,7.8,7.6,APROVADO
Jacinto Buarque,3,7.4,7.8,7.5,APROVADO
Samanta Wosa,3,7.4,7.8,6.3,APROVADO
Jonas Drubalenanson Couto,3,7.4,7.7,8.9,APROVADO
Nivaldo de Gusmão Yduo,3,7.4,7.7,8.9,APROVADO
Oséas Espada de Souza Cayman,3,7.4,7.7,8.9,APROVADO
Monique Ângela Hame,3,7.4,7.7,8.1,APROVADO
Wellington Roger Guyirnoman,3,7.4,7.7,8.0,APROVADO
Eduarda Drofuzvoeov,3,7.4,7.7,7.9,APROVADO
João da Silva de Pereira,3,7.4,7.7,7.4,APROVADO
Wendy Edilene Uarniman de Pereira Omeliman,3,7.4,7.7,6.7,APROVADO
Gabrielle Nhanude Pagape,3,7.4,7.7,6.7,APROVADO
Lívia Leonara da Paz Isorn,3,7.4,7.7,6.7,APROVADO
Álvaro de Cerqueira,3,7.4,7.7,6.5,APROVADO
Ana Isabela Eceva,3,7.4,7.6,9.0,APROVADO
Mirela Marciane Wiae de Barbosa,3,7.4,7.6,8.9,APROVADO
Raquel Larissa de Figueira Dutra,3,7.4,7.6,8.9,APROVADO
Dante Cristiano dos Santos de Tavares Pimenta,3,7.4,7.6,8.8,APROVADO
Omar Gabriel de Pereira da Lira,3,7.4,7.6,8.4,APROVADO
Josilda Rosana Rudo Cremy de Cardozo,3,7.4,7.6,7.7,APROVADO
Jackson de Souza,3,7.4,7.6,7.4,APROVADO
Mateus Maurício de Gimenes,3,7.4,7.6,7.4,APROVADO
Elias Gomes,3,7.4,7.6,7.4,APROVADO
Eunice dos Santos,3,7.4,7.6,7.2,APROVADO
Michele de Oliveira,3,7.4,7.6,7.2,APROVADO
Lana Leonara da Paz de Oliveira Humo,3,7.4,7.6,6.5,APROVADO
Olívia de Santo Antônio,3,7.4,7.5,9.8,APROVADO
Francielle Penedo Eoão,3,7.4,7.5,9.0,APROVADO
Soraya Marinho,3,7.4,7.5,8.0,APROVADO
Bóris Zado,3,7.4,7.5,7.9,APROVADO
Otaviano Ismael do Rio Duque de Miranda,3,7.4,7.5,7.9,APROVADO
Nilton Albano de Linhares,3,7.4,7.5,7.8,APROVADO
Thiago Wesley de Tozetto,3,7.4,7.5,7.7,APROVADO
Roberta Yeda de Ortega,3,7.4,7.5,6.8,APROVADO
Ana Rita Teaov,3,7.4,7.5,6.5,APROVADO
Mariana Alessandra Maciel,3,7.4,7.5,6.4,APROVADO
Cássia Wanda Jardim Prates,3,7.4,7.5,6.2,APROVADO
Elisete Samarn,3,7.4,7.4,8.1,APROVADO
Nádia Tina Clego dos Santos,3,7.4,7.4,7.9,APROVADO
Leonardo da Paixão,3,7.4,7.4,7.8,APROVADO
Túlio Penedo,3,7.4,7.4,7.8,APROVADO
Fagner Roberval de Angola Ucurazgli,3,7.4,7.4,6.4,APROVADO
Melissa de Angola,3,7.4,7.3,9.1,APROVADO
Ismael da Lira de Miranda,3,7.4,7.3,8.5,APROVADO
Janete da Silva de Souza,3,7.4,7.3,8.2,APROVADO
Jackson da Costa,3,7.4,7.3,8.0,APROVADO
Bernardo Ayrton de Almeida do Rio,3,7.4,7.3,7.6,APROVADO
Nilo de Barbosa,3,7.4,7.3,7.6,APROVADO
Marcelo Valente Ponedi,3,7.4,7.3,7.5,APROVADO
Juan Xuya,3,7.4,7.3,6.9,APROVADO
Cícero da Silva,3,7.4,7.3,6.4,APROVADO
Táles Crebi de Oliva Tarnocheov,3,7.4,7.3,6.4,APROVADO
Keyla Monique Froeusi Seho,3,7.4,7.2,9.6,APROVADO
Anne Léia Equei Albo,3,7.4,7.2,8.5,APROVADO
Tábata Janaína Frulcecem de Menezes,3,7.4,7.2,8.3,APROVADO
Rosilda Ruiniko de Pinheiro,3,7.4,7.2,8.2,APROVADO
Hélio Jair de Souza Júnior,3,7.4,7.2,7.9,APROVADO
Helder de Assis Júnior,3,7.4,7.2,7.1,APROVADO
Juan Humberto Mendes,3,7.4,7.2,6.9,APROVADO
Giuseppe Wellington de Brandão Minoz Vlese,3,7.4,7.1,8.8,APROVADO
Lara Coutinho de Machado,3,7.4,7.1,8.2,APROVADO
Ademar Flávio dos Santos de Álvares,3,7.4,7.1,8.2,APROVADO
Tânia de Guimarães,3,7.4,7.1,7.9,APROVADO
Raíssa de Machado,3,7.4,7.1,7.1,APROVADO
Marina Sílvia Nau de Gimenes,3,7.4,7.1,6.9,APROVADO
Martinho Negrão,3,7.4,7.1,6.9,APROVADO
Edu de Souza da Silva Júnior,3,7.4,7.1,6.6,APROVADO
Wellington Vitor de Álvares Barroso,3,7.4,7.0,9.2,APROVADO
Margarida Dara Ailov,3,7.4,7.0,8.4,APROVADO
Ísis de Andrade,3,7.4,7.0,7.9,APROVADO
Mário Plínio Marques Franco,3,7.4,7.0,7.5,APROVADO
Jânio de Alencar,3,7.4,7.0,7.4,APROVADO
Aldo Walter Weiss de Magalhães,3,7.4,7.0,6.2,APROVADO
Viviane de Santana,3,7.4,7.0,6.2,APROVADO
Evelyn de Gusmão Jardim,3,7.4,6.9,8.4,APROVADO
Karl Mike de Ferreira da Silva dos Santos,3,7.4,6.9,8.0,APROVADO
Mariana Laila Milani de Fernandes,3,7.4,6.9,7.6,APROVADO
Daniel de Santo Antônio Naneebe,3,7.4,6.9,7.5,APROVADO
Jair Emílio Rowa Banhos,3,7.4,6.9,7.1,APROVADO
Batista Gilmar Tege de Albuquerque,3,7.4,6.8,7.1,APROVADO
Ana Sandra Arnulo Paim,3,7.4,6.8,6.9,APROVADO
Inácio Schneider da Silva,3,7.4,6.7,7.5,APROVADO
Emílio Preto Júnior,3,7.4,6.7,6.1,APROVADO
Elano de Chaves Eaeman,3,7.4,6.6,6.8,APROVADO
Teresa Izfuinve Paim,3,7.4,6.5,8.8,APROVADO
Teresa Sabrina de Álvares,3,7.4,6.5,7.1,APROVADO
Lili Iamripri Fipo,3,7.4,6.5,6.3,APROVADO
Jesus de Magalhães,3,7.4,6.5,6.1,APROVADO
Roger Juan de Camargo,3,7.4,6.4,7.7,APROVADO
Paulo Luan de Fernandes da Silva Mineiro,3,7.4,6.4,7.2,APROVADO
Reinaldo Luís de Freitas Ubo,3,7.4,6.1,7.4,APROVADO
Laércio Beto de Ortega Castelo,3,7.3,8.4,9.0,APROVADO
Paulo Isac de Souza,3,7.3,8.3,9.3,APROVADO
Alana de Jesus Pubiaji,3,7.3,8.3,8.9,APROVADO
Jéssica Fabíola Eanaeson de Peres,3,7.3,8.3,8.7,APROVADO
Roberto de Oliveira,3,7.3,8.3,7.2,APROVADO
Roberta de São Pedro Terceiro,3,7.3,8.2,9.5,APROVADO
Ezequiel de Moura Vaz,3,7.3,8.2,8.0,APROVADO
Jânio de Trindade,3,7.3,8.2,6.4,APROVADO
Tiago Lucas Feoson,3,7.3,8.1,8.4,APROVADO
Quitéria de Barboza,3,7.3,8.1,8.1,APROVADO
Heron Matheus de Souza Júnior,3,7.3,8.0,8.8,APROVADO
Nathan Augusto dos Santos,3,7.3,8.0,8.1,APROVADO
Celso Lino da Silva,3,7.3,8.0,6.1,APROVADO
Anne Womojimi de Oliveira,3,7.3,7.9,8.3,APROVADO
Aparecida Dias de Arantes,3,7.3,7.9,8.0,APROVADO
Heloísa Milani dos Santos,3,7.3,7.9,7.8,APROVADO
Baltazar de Oliveira Isoson,3,7.3,7.9,7.8,APROVADO
Anne Magali Rosatto Gomes de Medeiros,3,7.3,7.9,7.5,APROVADO
Joelma de Matos Aboboão Daceuse,3,7.3,7.9,7.3,APROVADO
Beto Fabiano de Souza Mabuu Chigemao,3,7.3,7.8,8.7,APROVADO
Elói Dutra Trevisan Jangada Júnior,3,7.3,7.8,8.6,APROVADO
Marcela Solange de Espanha Risiez,3,7.3,7.8,6.2,APROVADO
Olga Taís Woki Dauson,3,7.3,7.7,8.8,APROVADO
Talita Ivone Betheiman de Soares Yoieson,3,7.3,7.7,8.5,APROVADO
Anna da Cunha Atsu,3,7.3,7.7,8.4,APROVADO
Fátima Genir de Morais Coutinho,3,7.3,7.7,8.2,APROVADO
Paulínia Celeste Pinhão Crobroezman de Paiva,3,7.3,7.7,8.2,APROVADO
Rute dos Santos,3,7.3,7.7,8.1,APROVADO
Camilo Resso,3,7.3,7.7,7.3,APROVADO
André Rodrigo de São Pedro Negrão,3,7.3,7.7,6.9,APROVADO
Everton Simão de Fonseca Ngo Neto,3,7.3,7.6,9.9,APROVADO
Ricardo de Camargo,3,7.3,7.6,8.4,APROVADO
Vanda Laís Nwatedo,3,7.3,7.6,8.1,APROVADO
Valéria de Souza,3,7.3,7.6,7.9,APROVADO
Mel Gomes Torres,3,7.3,7.6,7.8,APROVADO
Ademar de Noronha Terceiro,3,7.3,7.6,7.3,APROVADO
Patrick Dire,3,7.3,7.6,7.2,APROVADO
Sílvio de Cabral Mineiro,3,7.3,7.6,6.9,APROVADO
Décio Mineiro,3,7.3,7.6,6.7,APROVADO
Albano de Souza,3,7.3,7.5,8.7,APROVADO
Luzinete Gilmara de Pereira,3,7.3,7.5,8.2,APROVADO
Rosângela Valverde Terceiro,3,7.3,7.5,8.2,APROVADO
Daniel João Somozvic,3,7.3,7.5,7.7,APROVADO
Nicolau Luís da Silva Neto,3,7.3,7.5,7.6,APROVADO
Laura Samila Rogian de Garcia,3,7.3,7.5,7.4,APROVADO
Tatiana Zulmira da Silva Uaer,3,7.3,7.5,7.2,APROVADO
Samuel Adílson Imivic de Mendonça,3,7.3,7.5,7.2,APROVADO
Heloísa Nayara de Vargas Yuki,3,7.3,7.5,7.1,APROVADO
